ID,ClassID,SubclassID,Material,InventoryType,RequiredLevel,SheatheType,RandomSelect,ItemRandomSuffixGroupID,Sound_override_subclassID,ScalingStatDistributionID,IconFileDataID,ItemGroupSoundsID,ContentTuningID,MaxDurability,AmmunitionType,ScalingStatValue,DamageType_0,DamageType_1,DamageType_2,DamageType_3,DamageType_4,Resistances_0,Resistances_1,Resistances_2,Resistances_3,Resistances_4,Resistances_5,Resistances_6,MinDamage_0,MinDamage_1,MinDamage_2,MinDamage_3,MinDamage_4,MaxDamage_0,MaxDamage_1,MaxDamage_2,MaxDamage_3,MaxDamage_4
9490,2,8,1,17,24,1,0,0,-1,0,135347,9,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,92,0,0,0,0
9509,4,2,8,7,25,0,0,0,-1,0,134588,7,0,75,0,0,0,0,0,0,0,90,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9510,4,3,5,8,27,0,0,0,-1,0,132535,10,0,60,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9511,2,7,1,13,41,3,0,0,-1,0,135350,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,73,0,0,0,0
9512,4,1,7,16,41,0,0,0,-1,0,133757,7,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9514,2,10,2,17,0,2,0,0,-1,0,135147,13,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,25,0,0,0,0
9517,2,10,2,17,0,2,0,0,-1,0,135151,13,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,129,0,0,0,0
9518,4,2,8,10,0,0,0,0,-1,0,132959,7,0,30,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9520,2,15,1,13,0,3,0,0,-1,0,135654,8,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,54,0,0,0,0
9521,2,1,1,17,0,1,0,0,-1,0,132397,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,105,0,0,0,0
9522,4,6,1,14,0,4,0,0,-1,0,134956,9,0,85,0,0,0,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9527,2,10,2,17,0,2,0,0,-1,0,135473,13,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,116,0,0,0,0
9531,4,4,6,3,0,0,0,0,-1,0,135054,11,0,70,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9533,4,0,5,11,0,1,0,0,-1,0,133345,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9534,4,2,8,1,0,0,0,0,-1,0,133135,7,0,60,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9535,4,3,5,9,0,0,0,0,-1,0,132601,10,0,35,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9599,4,3,5,7,0,0,0,0,-1,0,134583,10,0,50,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9604,2,5,2,17,0,1,0,0,-1,0,133479,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,69,0,0,0,0
9607,4,6,1,14,0,4,0,0,-1,0,134952,9,0,75,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9608,2,0,1,22,0,3,0,0,-1,0,134520,8,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,40,0,0,0,0
9622,4,0,0,11,0,0,0,0,-1,0,132522,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9624,4,2,8,7,0,0,0,0,-1,0,134588,7,0,75,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9625,4,3,5,7,0,0,0,0,-1,0,134583,10,0,90,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626,2,1,1,17,0,1,0,0,-1,0,132400,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,109,0,0,0,0
9627,4,0,3,23,0,7,0,0,-1,0,134249,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9630,4,2,8,8,0,0,0,0,-1,0,132541,7,0,45,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9631,4,2,8,10,0,0,0,0,-1,0,132957,7,0,30,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9633,4,2,8,8,0,0,0,0,-1,0,132539,7,0,45,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9635,4,1,7,16,0,0,0,0,-1,0,133763,7,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9637,4,4,6,8,0,0,0,0,-1,0,132588,11,0,55,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9638,4,3,5,9,0,0,0,0,-1,0,132605,10,0,35,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9639,2,4,2,21,43,3,0,0,-1,0,133486,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,113,0,0,0,0
9640,4,4,6,10,43,0,783,0,-1,0,132960,11,0,45,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9641,4,0,3,2,43,0,0,0,-1,0,133289,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9642,4,0,5,11,0,1,0,0,-1,0,133352,14,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9643,4,6,1,14,0,4,0,0,-1,0,134948,9,0,85,0,0,0,0,0,0,0,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9644,4,0,3,23,0,7,0,0,-1,0,133711,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9646,4,4,6,8,0,0,0,0,-1,0,132588,11,0,55,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9647,4,2,8,3,0,0,0,0,-1,0,135056,7,0,50,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9648,4,1,7,16,0,0,0,0,-1,0,133757,7,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9650,4,3,5,5,0,0,0,0,-1,0,132751,10,0,100,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9651,2,4,2,21,0,3,0,0,-1,0,133038,8,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,111,0,0,0,0
9652,4,2,8,7,0,0,0,0,-1,0,134593,7,0,65,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9654,2,19,2,26,0,0,0,0,-1,0,135469,21,0,55,0,0,6,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,97,0,0,0,0
9655,4,0,5,11,0,1,0,0,-1,0,133354,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9656,4,4,6,10,0,0,0,0,-1,0,132963,11,0,40,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9657,4,2,8,6,0,0,0,0,-1,0,132506,7,0,30,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9660,4,1,7,16,0,0,0,0,-1,0,133760,7,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9661,4,6,1,14,0,4,0,0,-1,0,134959,9,0,85,0,0,0,0,0,0,0,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9662,4,4,6,8,0,0,0,0,-1,0,132582,11,0,55,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9664,4,4,6,1,0,0,0,0,-1,0,133121,11,0,70,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9666,4,3,5,6,0,0,0,0,-1,0,132515,10,0,35,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9678,2,5,2,17,0,1,0,0,-1,0,133480,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,109,0,0,0,0
9679,2,1,1,17,0,1,0,0,-1,0,135562,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,125,0,0,0,0
9680,2,15,1,13,0,3,0,0,-1,0,135654,8,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,52,0,0,0,0
9682,4,2,8,6,0,0,0,0,-1,0,132494,7,0,30,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9683,2,10,2,17,0,2,0,0,-1,0,135162,13,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,173,0,0,0,0
9684,2,0,1,21,0,3,0,0,-1,0,132403,8,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,95,0,0,0,0
9686,2,4,2,21,0,3,0,0,-1,0,133060,8,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,103,0,0,0,0
9687,4,2,8,6,0,0,0,0,-1,0,132506,7,0,30,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9703,4,1,7,16,0,0,0,0,-1,0,133774,7,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9704,4,2,8,10,0,0,0,0,-1,0,132957,7,0,30,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9705,4,2,8,6,0,0,0,0,-1,0,132491,7,0,30,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9706,4,6,1,14,0,4,0,0,-1,0,134961,9,0,85,0,0,0,0,0,0,0,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9718,2,7,1,13,33,3,0,0,-1,0,135280,8,0,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,59,10,0,0,0
9769,4,0,0,23,22,7,2014,0,-1,0,135153,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9770,4,1,7,16,15,0,961,0,-1,0,133769,7,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9776,4,2,8,8,15,0,814,0,-1,0,132539,7,0,35,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9778,4,6,1,14,15,4,2004,0,-1,0,134955,9,0,65,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9780,4,2,8,10,15,0,730,0,-1,0,132949,7,0,25,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9781,4,2,8,7,17,0,563,0,-1,0,134586,7,0,55,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9782,4,2,8,5,18,0,479,0,-1,0,135015,7,0,75,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9783,4,3,5,5,15,0,499,0,-1,0,132629,10,0,80,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9794,4,1,7,16,20,0,963,0,-1,0,133767,7,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9800,4,0,0,23,24,7,2020,0,-1,0,134333,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9801,4,2,8,6,20,0,900,0,-1,0,132491,7,0,30,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9802,4,2,8,8,21,0,816,0,-1,0,132537,7,0,40,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9803,4,2,8,9,21,0,1068,0,-1,0,132601,7,0,30,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9804,4,6,1,14,21,4,2016,0,-1,0,134955,9,0,80,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9805,4,1,7,16,19,0,983,0,-1,0,133762,7,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9806,4,2,8,10,22,0,732,0,-1,0,132939,7,0,30,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9807,4,2,8,3,22,0,1152,0,-1,0,135039,7,0,50,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9808,4,2,8,7,23,0,565,0,-1,0,134582,7,0,65,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9809,4,2,8,5,23,0,481,0,-1,0,132725,7,0,85,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9810,4,3,5,8,20,0,837,0,-1,0,132535,10,0,45,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9811,4,3,5,9,19,0,1088,0,-1,0,132602,10,0,30,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9812,4,1,7,16,17,0,1004,0,-1,0,133766,7,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9813,4,3,5,10,20,0,753,0,-1,0,132955,10,0,30,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9814,4,3,5,6,19,0,920,0,-1,0,132493,10,0,30,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9815,4,3,5,7,20,0,585,0,-1,0,134583,10,0,70,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9816,4,6,1,14,20,4,2016,0,-1,0,134953,9,0,75,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9817,4,3,5,3,21,0,1173,0,-1,0,135038,10,0,55,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9818,4,3,5,5,20,0,501,0,-1,0,132624,10,0,90,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9822,4,1,7,16,24,0,964,0,-1,0,133762,7,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9827,4,2,8,6,25,0,901,0,-1,0,132498,7,0,30,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9828,4,2,8,8,26,0,818,0,-1,0,132537,7,0,45,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9829,4,2,8,9,24,0,1069,0,-1,0,132602,7,0,30,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9830,4,6,1,14,27,4,2026,0,-1,0,134956,9,0,85,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9831,4,1,7,16,24,0,985,0,-1,0,133759,7,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9832,4,2,8,10,26,0,734,0,-1,0,132958,7,0,30,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9833,4,2,8,7,28,0,566,0,-1,0,134582,7,0,65,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9834,4,2,8,3,27,0,1154,0,-1,0,135039,7,0,50,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9835,4,2,8,5,28,0,482,0,-1,0,132725,7,0,85,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9836,4,3,5,5,28,0,503,0,-1,0,132739,10,0,100,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9837,4,3,5,9,25,0,1090,0,-1,0,132602,10,0,35,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9838,4,1,7,16,24,0,1006,0,-1,0,133758,7,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9839,4,3,5,10,26,0,755,0,-1,0,132945,10,0,35,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9840,4,3,5,6,26,0,923,0,-1,0,132495,10,0,35,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9841,4,3,5,7,27,0,587,0,-1,0,134583,10,0,75,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9842,4,3,5,3,27,0,1175,0,-1,0,135046,10,0,60,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9847,4,1,7,16,28,0,965,0,-1,0,133769,7,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9854,4,2,8,5,33,0,484,0,-1,0,132723,7,0,85,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9855,4,2,8,6,30,0,903,0,-1,0,132492,7,0,30,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9856,4,2,8,8,31,0,819,0,-1,0,132542,7,0,45,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9857,4,2,8,9,29,0,1071,0,-1,0,132611,7,0,30,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9858,4,6,1,14,31,4,2034,0,-1,0,134955,9,0,85,0,0,0,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9859,4,2,8,1,31,0,651,0,-1,0,133117,7,0,50,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9860,4,1,7,16,29,0,987,0,-1,0,133755,7,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9861,4,2,8,10,30,0,735,0,-1,0,132956,7,0,30,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9862,4,2,8,7,32,0,568,0,-1,0,134587,7,0,65,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9863,4,2,8,3,32,0,1156,0,-1,0,135039,7,0,50,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9864,4,3,5,8,31,0,840,0,-1,0,132539,10,0,50,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9865,4,3,5,9,29,0,1092,0,-1,0,132606,10,0,35,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9866,4,3,5,5,33,0,505,0,-1,0,132634,10,0,100,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9867,4,1,7,16,28,0,1007,0,-1,0,133757,7,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9868,4,3,5,10,30,0,756,0,-1,0,132962,10,0,35,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9869,4,3,5,6,30,0,924,0,-1,0,132515,10,0,35,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9870,4,3,5,1,31,0,672,0,-1,0,132768,10,0,60,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9871,4,3,5,7,32,0,589,0,-1,0,134583,10,0,75,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9872,4,3,5,3,32,0,1177,0,-1,0,135040,10,0,60,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9873,4,6,1,14,32,4,2040,0,-1,0,134953,9,0,85,0,0,0,0,0,0,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9877,4,1,7,16,33,0,967,0,-1,0,133765,7,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9882,4,0,0,23,38,7,2050,0,-1,0,134333,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9885,4,2,8,8,35,0,821,0,-1,0,132541,7,0,45,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9886,4,2,8,9,34,0,1072,0,-1,0,132605,7,0,30,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9887,4,2,8,5,38,0,486,0,-1,0,132722,7,0,85,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9889,4,2,8,1,35,0,653,0,-1,0,132514,7,0,50,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9890,4,1,7,16,33,0,988,0,-1,0,133761,7,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9891,4,2,8,6,34,0,904,0,-1,0,132506,7,0,30,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9892,4,2,8,10,35,0,737,0,-1,0,132949,7,0,30,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9893,4,2,8,7,37,0,569,0,-1,0,134594,7,0,65,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9894,4,2,8,3,36,0,1157,0,-1,0,135039,7,0,50,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9895,4,3,5,8,35,0,842,0,-1,0,132589,10,0,50,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9896,4,3,5,9,34,0,1093,0,-1,0,132616,10,0,35,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9897,4,3,5,5,37,0,506,0,-1,0,132631,10,0,100,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9898,4,1,7,16,33,0,1009,0,-1,0,133759,7,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9899,4,6,1,14,37,4,2046,0,-1,0,134951,9,0,85,0,0,0,0,0,0,0,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9900,4,3,5,10,35,0,758,0,-1,0,132946,10,0,35,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9901,4,3,5,6,35,0,926,0,-1,0,132516,10,0,35,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9902,4,3,5,1,36,0,674,0,-1,0,133139,10,0,60,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9903,4,3,5,7,37,0,590,0,-1,0,134583,10,0,75,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9904,4,3,5,3,36,0,1178,0,-1,0,135057,10,0,60,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9908,4,1,7,16,38,0,969,0,-1,0,133754,7,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9914,4,0,0,23,43,7,2056,0,-1,0,133483,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9916,4,2,8,6,39,0,906,0,-1,0,132506,7,0,30,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9917,4,2,8,8,39,0,822,0,-1,0,132542,7,0,45,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9918,4,6,1,14,40,4,2052,0,-1,0,134949,9,0,85,0,0,0,0,0,0,0,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9919,4,1,7,16,38,0,990,0,-1,0,133753,7,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9920,4,2,8,10,39,0,738,0,-1,0,132959,7,0,30,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9921,4,2,8,1,40,0,654,0,-1,0,133119,7,0,50,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9922,4,2,8,7,41,0,571,0,-1,0,134594,7,0,65,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9923,4,2,8,3,40,0,1158,0,-1,0,135049,7,0,50,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9924,4,2,8,5,43,0,487,0,-1,0,132723,7,0,85,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9925,4,2,8,9,39,0,1074,0,-1,0,132608,7,0,30,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9926,4,3,5,8,38,0,843,0,-1,0,132589,10,0,50,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9927,4,3,5,9,37,0,1094,0,-1,0,132612,10,0,35,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9928,4,3,5,5,40,0,507,0,-1,0,132750,10,0,100,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9929,4,1,7,16,36,0,1010,0,-1,0,133770,7,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
