ID,LegacySlotIndex,TriggerType,Charges,CoolDownMSec,CategoryCoolDownMSec,SpellCategoryID,SpellID,ChrSpecializationID,ParentItemID
102190,1,1,0,-1,-1,0,16372,0,12344
102192,0,1,0,-1,-1,0,14054,0,16475
102193,1,1,0,-1,-1,0,7597,0,16475
102194,0,1,0,-1,-1,0,14047,0,16952
102197,0,1,0,-1,-1,0,15815,0,19904
102198,1,1,0,-1,-1,0,7597,0,19904
102201,0,2,0,-1,-1,0,24388,0,19324
102202,0,1,0,-1,-1,0,21619,0,19038
102203,0,1,0,-1,-1,0,17896,0,19310
102206,0,1,0,-1,-1,0,23727,0,19403
102207,1,1,0,-1,-1,0,14248,0,19403
102208,0,1,0,-1,-1,0,17829,0,19308
102209,1,1,0,-1,-1,0,21625,0,19308
102210,0,1,0,-1,-1,0,18014,0,19309
102212,0,1,0,-1,-1,0,13665,0,18305
102220,0,1,0,-1,-1,0,7678,0,20427
102221,0,1,0,-1,-1,0,14054,0,21178
102225,0,1,0,-1,-1,0,9336,0,20194
102226,0,1,0,-1,-1,0,18384,0,20195
102228,0,1,0,-1,-1,0,14027,0,20117
102230,0,1,0,-1,-1,0,18030,0,20266
102231,1,1,0,-1,-1,0,21364,0,20266
102232,0,1,0,-1,-1,0,18384,0,20118
102233,0,1,0,-1,-1,0,21618,0,20203
102234,0,1,0,-1,-1,0,23990,0,20110
102235,0,1,0,-1,-1,0,15464,0,19377
102236,0,1,0,-1,-1,0,13383,0,19576
102237,0,1,0,-1,-1,0,9397,0,19599
102238,0,1,0,-1,-1,0,9343,0,19605
102239,1,1,0,-1,-1,0,24430,0,19605
102240,0,1,0,-1,-1,0,9415,0,19520
102241,1,1,0,-1,-1,0,21625,0,19520
102243,0,1,0,-1,-1,0,7597,0,21242
102244,1,1,0,-1,-1,0,9142,0,21242
102246,0,1,0,-1,-1,0,18384,0,20174
102247,0,1,0,-1,-1,0,18378,0,19566
102257,0,1,0,-1,-1,0,17875,0,19311
102260,0,0,0,180000,10000,1141,24571,0,19951
102262,0,0,0,180000,10000,1141,24532,0,19954
102263,0,1,0,-1,-1,0,7597,0,20204
102264,0,1,0,-1,-1,0,14798,0,20214
102265,1,1,0,-1,-1,0,18384,0,20214
102266,0,2,0,-1,-1,0,24257,0,19918
102267,0,1,0,-1,-1,0,18384,0,19922
102268,1,1,0,-1,-1,0,9408,0,19922
102269,0,1,0,-1,-1,0,15714,0,19923
102270,1,1,0,-1,-1,0,21625,0,19923
102274,0,0,0,180000,180000,1155,23991,0,20072
102275,0,1,0,-1,-1,0,7597,0,20179
102277,0,1,0,-1,-1,0,9336,0,20116
102278,0,1,0,-1,-1,0,9336,0,20175
102282,0,1,0,-1,-1,0,21509,0,20504
102283,0,1,0,0,0,0,7681,0,20505
102285,0,0,0,180000,10000,1141,24531,0,19953
102292,0,1,0,-1,-1,0,13384,0,21198
102293,0,1,0,-1,-1,0,15464,0,21204
102295,0,1,0,-1,-1,0,9417,0,19829
102296,1,1,0,-1,-1,0,21619,0,19829
102297,0,1,0,-1,-1,0,21619,0,19831
102298,0,1,0,-1,-1,0,21439,0,19833
102299,1,1,0,-1,-1,0,21362,0,19833
102300,0,1,0,-1,-1,0,15464,0,19835
102301,0,1,0,-1,-1,0,23727,0,20536
102302,1,1,0,-1,-1,0,14794,0,20536
102312,0,1,0,-1,-1,0,15464,0,21201
102313,0,1,0,-1,-1,0,15464,0,21202
102314,0,1,0,-1,-1,0,15464,0,21203
102318,0,1,0,-1,-1,0,7597,0,20257
102319,1,1,0,-1,-1,0,18384,0,20257
102320,2,1,0,-1,-1,0,21364,0,20257
102327,0,0,0,120000,20000,1141,24658,0,19950
102329,0,1,0,-1,-1,0,13675,0,20549
102331,0,1,0,-1,-1,0,7597,0,20671
102332,0,1,0,-1,-1,0,9331,0,20722
102338,0,1,0,-1,-1,0,9316,0,20704
102341,0,1,0,-1,-1,0,7597,0,20088
102342,1,1,0,-1,-1,0,9331,0,20088
102344,0,1,0,-1,-1,0,15807,0,20615
102348,0,1,0,-1,-1,0,9395,0,20431
102349,1,1,0,-1,-1,0,21360,0,20431
102350,0,1,0,-1,-1,0,21595,0,20579
102351,0,1,0,-1,-1,0,23990,0,20053
102352,1,1,0,-1,-1,0,9329,0,20053
102355,0,1,0,-1,-1,0,18031,0,20638
102356,0,1,0,-1,-1,0,9316,0,20639
102358,0,1,0,-1,-1,0,23990,0,20122
102360,0,1,0,-1,-1,0,9336,0,20192
102361,0,1,0,-1,-1,0,17367,0,20698
102362,1,1,0,-1,-1,0,21625,0,20698
102367,0,1,0,-1,-1,0,9395,0,20672
102368,0,1,0,-1,-1,0,9335,0,20675
102370,0,1,0,-1,-1,0,15714,0,20632
102371,1,1,0,-1,-1,0,18384,0,20632
102375,0,1,0,-1,-1,0,9397,0,19521
102376,1,1,0,-1,-1,0,21624,0,19521
102377,0,1,0,-1,-1,0,9343,0,19522
102378,1,1,0,-1,-1,0,21619,0,19522
102387,0,1,0,-1,-1,0,14254,0,20720
102391,0,1,0,-1,-1,0,24697,0,21268
102392,1,1,0,-1,-1,0,13387,0,21268
102393,0,0,0,1800000,-1,0,25112,0,20534
102395,0,1,0,-1,-1,0,18384,0,21179
102396,1,1,0,-1,-1,0,21361,0,21179
102399,0,1,0,-1,-1,0,21618,0,20380
102400,0,1,0,-1,-1,0,23990,0,20127
102401,0,1,0,-1,-1,0,24994,0,20580
102402,0,1,0,-1,-1,0,17320,0,20581
102403,1,1,0,-1,-1,0,21634,0,20581
102404,0,1,0,-1,-1,0,14098,0,19963
102411,0,2,0,-1,-1,0,24585,0,19852
102412,0,1,0,-1,-1,0,15807,0,20577
102413,0,1,0,-1,-1,0,29632,0,16004
102414,0,0,0,300000,0,0,25892,0,21181
102415,0,1,0,-1,-1,0,7597,0,21182
102416,1,1,0,-1,-1,0,15464,0,21182
102424,0,1,0,-1,-1,0,18384,0,20196
102427,0,1,0,-1,-1,0,13385,0,19873
102428,0,1,0,-1,-1,0,24436,0,19609
102429,0,1,0,-1,-1,0,7678,0,20428
102430,0,1,0,-1,-1,0,15715,0,20582
102431,0,1,0,-1,-1,0,7597,0,21244
102432,1,1,0,-1,-1,0,15464,0,21244
102433,2,1,0,-1,-1,0,9330,0,21244
102434,0,1,0,-1,-1,0,21476,0,21269
102435,1,1,0,-1,-1,0,23203,0,21269
102436,2,1,0,-1,-1,0,13387,0,21269
102441,0,1,0,-1,-1,0,15464,0,21187
102442,0,1,0,-1,-1,0,18056,0,21188
102443,1,1,0,-1,-1,0,18382,0,21188
102446,0,1,0,-1,-1,0,7598,0,20696
102447,0,1,0,-1,-1,0,14799,0,20697
102448,0,1,0,-1,-1,0,14027,0,20657
102450,0,1,0,-1,-1,0,15464,0,19832
102452,0,1,0,-1,-1,0,9318,0,19838
102453,0,1,0,-1,-1,0,7681,0,19839
102454,0,1,0,-1,-1,0,9314,0,19840
102457,0,0,0,120000,20000,1141,25891,0,21180
102464,0,1,0,-1,-1,0,23990,0,20128
102465,0,1,0,-1,-1,0,21626,0,19568
102467,0,1,0,-1,-1,0,21618,0,19569
102468,0,1,0,-1,-1,0,18378,0,19570
102476,0,1,0,-1,-1,0,23990,0,20129
102477,0,1,0,-1,-1,0,9417,0,20262
102478,1,1,0,-1,-1,0,21363,0,20262
102479,0,0,0,180000,-1,0,24884,0,20525
102482,0,1,0,-1,-1,0,24198,0,19812
102485,0,1,0,-1,-1,0,13390,0,19855
102487,0,1,0,-1,-1,0,7517,0,20640
102489,0,1,0,-1,-1,0,18384,0,20369
102492,0,1,0,-1,-1,0,21364,0,19567
102493,0,1,0,-1,-1,0,18052,0,20654
102494,0,1,0,-1,-1,0,18049,0,20724
102501,0,1,0,-1,-1,0,23990,0,20187
102502,1,1,0,-1,-1,0,9138,0,20187
102503,0,1,0,-1,-1,0,23990,0,20189
102504,1,1,0,-1,-1,0,9141,0,20189
102505,0,1,0,-1,-1,0,7597,0,20190
102506,1,1,0,-1,-1,0,15806,0,20190
102507,0,1,0,-1,-1,0,14027,0,20191
102509,0,1,0,-1,-1,0,23990,0,20100
102510,1,1,0,-1,-1,0,9141,0,20100
102514,0,1,0,-1,-1,0,13383,0,19894
102515,1,1,0,-1,-1,0,13669,0,19894
102516,0,1,0,-1,-1,0,24350,0,19982
102518,0,1,0,-1,-1,0,23990,0,20091
102519,0,1,0,-1,-1,0,23990,0,20092
102526,0,1,0,-1,-1,0,7597,0,19692
102527,0,1,0,-1,-1,0,15464,0,19695
102529,0,1,0,-1,-1,0,15465,0,19686
102532,0,1,0,-1,-1,0,18384,0,20044
102533,0,1,0,-1,-1,0,7597,0,20045
102534,1,1,0,-1,-1,0,15806,0,20045
102535,0,1,0,-1,-1,0,13388,0,19871
102536,1,1,0,-1,-1,0,13669,0,19871
102537,0,1,0,-1,-1,0,25669,0,19874
102538,0,1,0,-1,-1,0,9342,0,19830
102539,1,1,0,-1,-1,0,21362,0,19830
102540,0,1,0,-1,-1,0,29162,0,23238
102541,0,1,0,-1,-1,0,13384,0,21332
102542,1,1,0,-1,-1,0,15464,0,21332
102543,0,1,0,-1,-1,0,7517,0,21330
102544,1,1,0,-1,-1,0,15464,0,21330
102545,0,1,0,-1,-1,0,9346,0,21414
102546,1,1,0,-1,-1,0,18384,0,21414
102547,0,1,0,-1,-1,0,21361,0,21801
102548,1,1,0,-1,-1,0,7680,0,21801
102549,0,1,0,-1,-1,0,7597,0,21463
102550,1,1,0,-1,-1,0,15464,0,21463
102552,0,1,0,-1,-1,0,23990,0,20183
102553,0,1,0,-1,-1,0,7597,0,20259
102554,0,1,0,-1,-1,0,9345,0,20260
102555,0,1,0,-1,-1,0,13669,0,20261
102558,0,1,0,-1,-1,0,23990,0,20186
102559,1,1,0,-1,-1,0,9329,0,20186
102571,0,1,0,-1,-1,0,9343,0,19518
102572,1,1,0,-1,-1,0,21619,0,19518
102576,0,1,0,-1,-1,0,23990,0,20121
102577,0,1,0,-1,-1,0,15464,0,20216
102582,0,1,0,-1,-1,0,7597,0,20521
102583,1,1,0,-1,-1,0,15464,0,20521
102586,0,1,0,-1,-1,0,7597,0,21814
102587,1,1,0,-1,-1,0,15464,0,21814
102588,0,1,0,-1,-1,0,9332,0,21478
102589,0,1,0,-1,-1,0,13665,0,21479
102590,1,1,0,-1,-1,0,7518,0,21479
102592,0,1,0,-1,-1,0,24188,0,19588
102605,0,1,0,-1,-1,0,14047,0,19857
102606,1,1,0,-1,-1,0,23727,0,19857
102608,0,1,0,-1,-1,0,7597,0,19859
102609,1,1,0,-1,-1,0,9335,0,19859
102610,0,1,0,-1,-1,0,24426,0,20006
102611,0,1,0,-1,-1,0,9412,0,20082
102612,0,1,0,-1,-1,0,7597,0,20083
102613,1,1,0,-1,-1,0,21363,0,20083
102615,0,1,0,-1,-1,0,7680,0,19529
102616,0,1,0,-1,-1,0,7570,0,22207
102617,1,1,0,-1,-1,0,7582,0,22207
102618,2,1,0,-1,-1,0,22811,0,22207
102619,0,1,0,-1,-1,0,14799,0,22208
102624,0,1,0,-1,-1,0,21601,0,18319
102627,0,0,0,900000,0,0,15604,0,11819
102628,1,1,0,-1,-1,0,9408,0,11819
102629,0,1,0,-1,-1,0,7597,0,7935
102630,1,1,0,-1,-1,0,13669,0,7935
102632,0,1,0,-1,-1,0,9397,0,19525
102633,1,1,0,-1,-1,0,21624,0,19525
102634,0,1,0,-1,-1,0,13669,0,20550
102635,0,1,0,-1,-1,0,7597,0,20551
102637,0,1,0,-1,-1,0,17371,0,19885
102638,0,1,0,-1,-1,0,21619,0,21482
102639,1,1,0,-1,-1,0,9417,0,21482
102643,0,1,0,-1,-1,0,24392,0,20035
102644,0,0,0,180000,10000,1141,24389,0,20036
102647,0,1,0,-1,-1,0,9417,0,19519
102648,1,1,0,-1,-1,0,21362,0,19519
102650,0,1,0,-1,-1,0,7598,0,19945
102651,1,1,0,-1,-1,0,15810,0,19945
102652,0,1,0,-1,-1,0,15465,0,19946
102653,1,1,0,-1,-1,0,18207,0,19946
102654,0,0,0,75000,0,0,24610,0,19947
102657,0,1,0,-1,-1,0,9336,0,20059
102658,0,1,0,-1,-1,0,15464,0,20517
102660,0,1,0,-1,-1,0,23990,0,20123
102661,0,1,0,-1,-1,0,23990,0,20209
102662,0,1,0,-1,-1,0,23990,0,20210
102663,0,1,0,-1,-1,0,23990,0,20211
102664,0,1,0,-1,-1,0,13386,0,20688
102665,1,1,0,-1,-1,0,25036,0,20688
102666,0,1,0,-1,-1,0,15464,0,20689
102667,0,1,0,-1,-1,0,23990,0,20101
102668,1,1,0,-1,-1,0,9138,0,20101
102669,0,0,0,120000,20000,1141,24661,0,19949
102672,0,1,0,-1,-1,0,7518,0,19335
102687,0,1,0,-1,-1,0,23990,0,20185
102688,0,1,0,-1,-1,0,21626,0,20218
102689,0,1,0,-1,-1,0,21598,0,20219
102690,0,1,0,-1,-1,0,18382,0,20220
102691,1,1,0,-1,-1,0,18057,0,20220
102695,0,1,0,-1,-1,0,21626,0,19572
102698,0,1,0,-1,-1,0,14027,0,20090
102700,0,1,0,-1,-1,0,23990,0,20109
102701,0,1,0,-1,-1,0,7598,0,19875
102702,1,1,0,-1,-1,0,9335,0,19875
102703,0,1,0,-1,-1,0,21485,0,19431
102704,1,1,0,-1,-1,0,23181,0,19431
102705,2,1,0,-1,-1,0,14249,0,19431
102707,0,1,0,-1,-1,0,24434,0,19617
102708,0,0,0,180000,0,0,24542,0,19955
102709,0,0,0,180000,20000,1141,24543,0,19957
102710,0,0,0,180000,0,0,24546,0,19958
102714,0,1,0,-1,-1,0,13385,0,19383
102716,0,1,0,-1,-1,0,9315,0,19526
102717,0,1,0,-1,-1,0,9408,0,19527
102718,0,1,0,-1,-1,0,23732,0,19355
102720,0,1,0,-1,-1,0,13385,0,19888
102721,1,1,0,-1,-1,0,13674,0,19888
102722,0,1,0,-1,-1,0,18038,0,20264
102723,1,1,0,-1,-1,0,21619,0,20264
102724,0,1,0,-1,-1,0,18379,0,20265
102725,1,1,0,-1,-1,0,9408,0,20265
102726,0,0,0,180000,20000,1141,24544,0,19959
102727,0,1,0,-1,-1,0,24291,0,19961
102728,0,1,0,-1,-1,0,24292,0,19962
102729,0,1,0,-1,-1,0,9333,0,19384
102730,1,1,0,-1,-1,0,15464,0,19384
102731,0,1,0,-1,-1,0,9345,0,20037
102737,0,1,0,-1,-1,0,21364,0,19571
102738,0,1,0,-1,-1,0,21618,0,19573
102740,0,1,0,-1,-1,0,18050,0,19864
102741,0,1,0,-1,-1,0,9335,0,19865
102742,1,1,0,-1,-1,0,7597,0,19865
102748,0,1,0,-1,-1,0,9318,0,19430
102749,1,1,0,-1,-1,0,21626,0,19430
102759,0,0,0,180000,25000,1141,24865,0,20512
102760,0,1,0,-1,-1,0,23990,0,20202
102762,0,1,0,-1,-1,0,23990,0,20168
102763,1,1,0,-1,-1,0,9138,0,20168
102764,0,1,0,-1,-1,0,23990,0,20169
102765,0,0,0,300000,30000,1141,23720,0,19337
102767,0,1,0,-1,-1,0,23990,0,20170
102768,1,1,0,-1,-1,0,9141,0,20170
102769,0,1,0,-1,-1,0,18379,0,20479
102770,1,1,0,-1,-1,0,9344,0,20479
102771,1,1,0,-1,-1,0,7598,0,20487
102772,2,1,0,-1,-1,0,14097,0,20487
102774,0,1,0,-1,-1,0,7517,0,19822
102775,0,1,0,-1,-1,0,7597,0,19823
102776,0,1,0,-1,-1,0,7597,0,19825
102781,0,1,0,-1,-1,0,9396,0,19367
102782,0,1,0,-1,-1,0,18384,0,20046
102785,0,1,0,-1,-1,0,15464,0,19693
102789,0,1,0,-1,-1,0,18030,0,19928
102791,0,1,0,-1,-1,0,7597,0,20106
102794,0,1,0,-1,-1,0,13670,0,19386
102796,0,1,0,-1,-1,0,23990,0,20049
102797,0,1,0,-1,-1,0,18382,0,19356
102798,1,1,0,-1,-1,0,23728,0,19356
102799,0,2,0,-1,-1,0,24251,0,19901
102800,1,1,0,-1,-1,0,9141,0,19901
102801,2,1,0,-1,-1,0,24591,0,19901
102805,0,1,0,-1,-1,0,14049,0,19866
102807,0,1,0,-1,-1,0,21361,0,20425
102808,0,1,0,-1,-1,0,23990,0,20093
102813,0,1,0,-1,-1,0,7597,0,20042
102817,0,1,0,-1,-1,0,23990,0,20111
102818,0,1,0,-1,-1,0,23990,0,20112
102819,1,1,0,-1,-1,0,9141,0,20112
102820,0,1,0,-1,-1,0,23990,0,20113
102821,1,1,0,-1,-1,0,9138,0,20113
102823,0,1,0,-1,-1,0,9142,0,19508
102824,0,1,0,-1,-1,0,7597,0,19856
102825,1,1,0,-1,-1,0,14049,0,19856
102828,0,1,0,-1,-1,0,18384,0,19390
102829,1,1,0,-1,-1,0,21627,0,19390
102836,0,1,0,-1,-1,0,15464,0,20556
102837,1,1,0,-1,-1,0,7597,0,20556
102840,0,1,0,-1,-1,0,23990,0,20114
102841,0,1,0,-1,-1,0,7597,0,20115
102842,1,1,0,-1,-1,0,9331,0,20115
102844,0,1,0,-1,-1,0,23990,0,20167
102845,1,1,0,-1,-1,0,9329,0,20167
102848,0,0,0,180000,20000,1141,24498,0,19952
102849,0,1,0,-1,-1,0,7597,0,20153
102850,1,1,0,-1,-1,0,9139,0,20153
102856,0,1,0,-1,-1,0,21365,0,19371
102858,0,1,0,-1,-1,0,23990,0,20181
102859,0,1,0,-1,-1,0,7597,0,20193
102860,1,1,0,-1,-1,0,9331,0,20193
102861,0,1,0,-1,-1,0,17367,0,20258
102862,0,1,0,-1,-1,0,23990,0,20102
102863,0,1,0,-1,-1,0,18384,0,20103
102864,0,1,0,-1,-1,0,14127,0,19378
102865,0,1,0,-1,-1,0,13383,0,19968
102866,1,1,0,-1,-1,0,7711,0,19968
102867,0,1,0,-1,-1,0,23990,0,20050
102868,0,1,0,-1,-1,0,23990,0,20052
102869,1,1,0,-1,-1,0,9329,0,20052
102872,0,1,0,-1,-1,0,18384,0,20171
102873,0,1,0,-1,-1,0,7517,0,19867
102874,0,1,0,-1,-1,0,15806,0,19869
102875,1,1,0,-1,-1,0,7597,0,19869
102876,0,1,0,-1,-1,0,9318,0,19870
102878,0,1,0,-1,-1,0,21361,0,20434
102879,0,1,0,-1,-1,0,18029,0,22469
102880,1,1,0,-1,-1,0,21626,0,22469
102881,0,1,0,-1,-1,0,21628,0,22470
102882,1,1,0,-1,-1,0,18032,0,22470
102883,0,1,0,-1,-1,0,13385,0,21994
102884,0,1,0,-1,-1,0,15464,0,21995
102890,0,1,0,-1,-1,0,7597,0,21316
102891,0,1,0,-1,-1,0,7597,0,21317
102893,0,1,0,-1,-1,0,13665,0,20616
102894,0,1,0,-1,-1,0,14027,0,20622
102897,0,1,0,-1,-1,0,29150,0,23221
102898,0,1,0,0,-1,0,14799,0,22336
102899,0,2,0,-1,-1,0,26693,0,21856
102900,0,0,0,600000,60000,94,26066,0,21326
102902,0,1,0,-1,-1,0,18384,0,21483
102903,1,1,0,-1,-1,0,21625,0,21483
102904,2,1,0,-1,-1,0,9415,0,21483
102905,0,1,0,-1,-1,0,13384,0,21485
102908,0,1,0,-1,-1,0,9416,0,22090
102909,1,1,0,-1,-1,0,7597,0,22090
102911,0,1,0,-1,-1,0,13384,0,20619
102915,0,0,0,180000,-1,0,26391,0,21579
102917,0,1,0,-1,-1,0,7518,0,20710
102920,0,1,0,-1,-1,0,13665,0,21675
102923,0,1,0,-1,-1,0,18384,0,21802
102924,1,1,0,-1,-1,0,9343,0,21802
102928,0,1,0,-1,-1,0,9408,0,21470
102931,0,0,0,180000,30000,1141,26166,0,21473
102932,0,1,0,-1,-1,0,15464,0,22013
102933,1,1,0,-1,-1,0,27038,0,22013
102934,0,1,0,-1,-1,0,18384,0,21804
102935,1,1,0,-1,-1,0,14799,0,21804
102936,0,1,0,-1,-1,0,13385,0,21805
102937,1,1,0,-1,-1,0,27043,0,22015
102940,0,1,0,-1,-1,0,9417,0,20694
102941,0,1,0,-1,-1,0,9331,0,20695
102943,0,1,0,-1,-1,0,7679,0,19827
102946,0,1,0,-1,-1,0,26158,0,21452
102947,1,1,0,-1,-1,0,18384,0,21452
102948,2,1,0,-1,-1,0,23727,0,21452
102949,0,1,0,-1,-1,0,15464,0,21455
102950,0,1,0,-1,-1,0,13669,0,21456
102951,1,1,0,-1,-1,0,13384,0,21456
102954,0,1,0,-1,-1,0,14054,0,22333
102956,0,1,0,-1,-1,0,13388,0,22420
102957,1,1,0,-1,-1,0,13669,0,22420
102958,0,1,0,-1,-1,0,18038,0,22465
102959,1,1,0,-1,-1,0,21365,0,22465
102967,0,1,0,-1,-1,0,7517,0,21392
102968,0,1,0,-1,-1,0,23727,0,19876
102970,0,1,0,0,0,0,9317,0,22334
102971,0,1,0,-1,-1,0,14798,0,22335
102972,1,1,0,-1,-1,0,23727,0,22335
102975,0,1,0,-1,-1,0,9396,0,22112
102976,1,1,0,-1,-1,0,21623,0,22112
102979,0,1,0,-1,-1,0,9334,0,22378
102981,0,1,0,-1,-1,0,9398,0,22095
102982,0,1,0,-1,-1,0,9415,0,22111
102990,0,1,0,-1,-1,0,7518,0,22671
102991,0,1,0,-1,-1,0,7597,0,22672
102992,1,1,0,-1,-1,0,15464,0,22672
102993,0,1,0,-1,-1,0,7597,0,22673
102994,1,1,0,-1,-1,0,15464,0,22673
102995,0,1,0,-1,-1,0,7597,0,21581
102996,1,1,0,-1,-1,0,15464,0,21581
102999,0,1,0,-1,-1,0,18031,0,21583
103000,1,1,0,-1,-1,0,18378,0,21583
103001,0,1,0,-1,-1,0,7597,0,23243
103002,0,1,0,-1,-1,0,18055,0,21698
103003,1,1,0,-1,-1,0,21627,0,21698
103004,0,1,0,-1,-1,0,13384,0,21700
103005,0,1,0,-1,-1,0,18029,0,19877
103006,0,1,0,-1,-1,0,21632,0,22801
103007,1,1,0,-1,-1,0,28736,0,22801
103008,1,1,0,-1,-1,0,7597,0,22802
103009,2,1,0,-1,-1,0,15464,0,22802
103012,0,1,0,-1,-1,0,13384,0,21331
103013,0,1,0,-1,-1,0,14799,0,21803
103014,1,1,0,-1,-1,0,7597,0,21803
103016,0,1,0,-1,-1,0,13390,0,21322
103017,0,1,0,-1,-1,0,14047,0,21387
103018,1,1,0,-1,-1,0,7597,0,21387
103019,0,1,0,-1,-1,0,14049,0,22664
103020,0,1,0,-1,-1,0,7597,0,22676
103021,1,1,0,-1,-1,0,18384,0,22676
103022,2,1,0,-1,-1,0,18379,0,22676
103024,0,1,0,-1,-1,0,15824,0,22191
103025,1,1,0,-1,-1,0,7597,0,22191
103026,2,1,0,-1,-1,0,27518,0,22191
103027,0,1,0,-1,-1,0,9335,0,22194
103028,1,1,0,-1,-1,0,7597,0,22194
103029,2,1,0,-1,-1,0,27522,0,22194
103030,0,1,0,-1,-1,0,14254,0,21806
103031,1,1,0,-1,-1,0,21626,0,21806
103032,0,1,0,-1,-1,0,7597,0,21809
103033,1,1,0,-1,-1,0,15464,0,21809
103039,0,1,0,-1,-1,0,7597,0,22322
103045,0,1,0,-1,-1,0,15807,0,22665
103046,0,1,0,-1,-1,0,9332,0,22666
103048,0,1,0,-1,-1,0,9317,0,22424
103049,1,1,0,-1,-1,0,21362,0,22424
103051,0,1,0,-1,-1,0,7598,0,22438
103052,1,1,0,-1,-1,0,21625,0,22438
103053,0,1,0,-1,-1,0,15464,0,22442
103054,1,1,0,-1,-1,0,7597,0,22442
103055,2,1,0,-1,-1,0,21625,0,22442
103056,0,1,0,-1,-1,0,18056,0,21407
103057,1,1,0,-1,-1,0,26153,0,21407
103058,0,1,0,-1,-1,0,9318,0,21704
103060,0,1,0,-1,-1,0,7597,0,21715
103061,1,1,0,-1,-1,0,9331,0,21715
103065,0,1,0,-1,-1,0,15760,0,21837
103066,1,1,0,-1,-1,0,15807,0,21837
103069,0,1,0,-1,-1,0,26814,0,21839
103070,1,1,0,-1,-1,0,21625,0,21839
103075,0,1,0,-1,-1,0,14054,0,21608
103076,1,1,0,-1,-1,0,18384,0,21608
103077,0,1,0,-1,-1,0,18030,0,22468
103078,1,1,0,-1,-1,0,21626,0,22468
103080,0,1,0,-1,-1,0,9330,0,21708
103081,0,1,0,-1,-1,0,7517,0,21506
103088,0,1,0,-1,-1,0,9417,0,22093
103089,1,1,0,-1,-1,0,21618,0,22093
103090,0,1,0,-1,-1,0,9417,0,22101
103091,0,1,0,-1,-1,0,9395,0,22108
103095,0,1,0,-1,-1,0,14799,0,21624
103096,1,1,0,-1,-1,0,18384,0,21624
103098,0,1,0,-1,-1,0,18054,0,21709
103099,1,1,0,-1,-1,0,23727,0,21709
103101,0,1,0,-1,-1,0,18037,0,21712
103102,1,1,0,-1,-1,0,18379,0,21712
103103,0,1,0,-1,-1,0,9343,0,21388
103104,1,1,0,-1,-1,0,21362,0,21388
103105,0,1,0,-1,-1,0,9346,0,21389
103106,1,1,0,-1,-1,0,18384,0,21389
103107,2,1,0,-1,-1,0,7597,0,21389
103108,0,1,0,-1,-1,0,9345,0,21390
103109,1,1,0,-1,-1,0,7597,0,21390
103110,2,1,0,-1,-1,0,21618,0,21390
103111,0,1,0,-1,-1,0,9343,0,21391
103112,1,1,0,-1,-1,0,21625,0,21391
103116,0,1,0,-1,-1,0,14799,0,21354
103117,1,1,0,-1,-1,0,21625,0,21354
103118,0,1,0,-1,-1,0,14799,0,21355
103119,1,1,0,-1,-1,0,21362,0,21355
103120,2,1,0,-1,-1,0,25975,0,21355
103126,0,1,0,-1,-1,0,27656,0,22321
103127,0,1,0,-1,-1,0,15464,0,22348
103128,0,1,0,-1,-1,0,9417,0,21486
103131,0,0,0,180000,-1,0,26400,0,21647
103133,0,1,0,-1,-1,0,13387,0,22669
103134,0,1,0,-1,-1,0,13383,0,22670
103137,0,1,0,-1,-1,0,9346,0,21418
103139,0,1,0,-1,-1,0,18384,0,21597
103140,1,1,0,-1,-1,0,23727,0,21597
103141,2,1,0,-1,-1,0,14799,0,21597
103142,0,1,0,-1,-1,0,9417,0,21487
103143,1,1,0,-1,-1,0,18384,0,21487
103144,0,0,0,180000,-1,0,26168,0,21488
103145,0,1,0,-1,-1,0,13384,0,21621
103147,0,1,0,-1,-1,0,13384,0,21329
103148,0,1,0,-1,-1,0,7517,0,21333
103154,0,1,0,-1,-1,0,21473,0,22198
103155,1,1,0,-1,-1,0,18676,0,22198
103156,2,1,0,-1,-1,0,27561,0,22198
103157,0,1,0,0,0,0,7597,0,22326
103158,1,1,0,-1,-1,0,21361,0,22326
103160,0,1,0,-1,-1,0,15464,0,21602
103161,0,1,0,-1,-1,0,14254,0,21603
103163,0,1,0,-1,-1,0,15464,0,21403
103164,0,1,0,-1,-1,0,15464,0,21404
103173,0,1,0,-1,-1,0,7597,0,21650
103174,1,1,0,-1,-1,0,9331,0,21650
103178,0,1,0,-1,-1,0,15464,0,21394
103179,0,1,0,-1,-1,0,21618,0,21395
103180,0,1,0,-1,-1,0,9342,0,21396
103181,0,1,0,-1,-1,0,15464,0,21701
103182,0,1,0,-1,-1,0,14798,0,21703
103184,0,1,0,-1,-1,0,14254,0,21607
103185,1,1,0,-1,-1,0,21363,0,21607
103190,0,1,0,-1,-1,0,7597,0,22656
103191,0,1,0,-1,-1,0,15816,0,21651
103192,1,1,0,-1,-1,0,7598,0,21651
103194,0,1,0,-1,-1,0,9397,0,22270
103198,0,1,0,-1,-1,0,17371,0,21683
103202,0,1,0,-1,-1,0,18029,0,21606
103206,0,1,0,-1,-1,0,26142,0,21398
103207,0,1,0,-1,-1,0,9417,0,21399
103208,0,1,0,-1,-1,0,9343,0,21400
103209,0,1,0,0,0,0,9344,0,22657
103210,0,1,0,0,0,0,14027,0,22659
103211,1,1,0,-1,-1,0,7597,0,22659
103216,0,1,0,-1,-1,0,7597,0,21366
103217,1,1,0,-1,-1,0,9417,0,21366
