ID,DifficultyID,EffectIndex,Effect,EffectAmplitude,EffectAttributes,EffectAura,EffectAuraPeriod,EffectBasePoints,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectDieSides,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectPos_facing,EffectRealPointsPerLevel,EffectTriggerSpell,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectMiscValue_0,EffectMiscValue_1,EffectRadiusIndex_0,EffectRadiusIndex_1,EffectSpellClassMask_0,EffectSpellClassMask_1,EffectSpellClassMask_2,EffectSpellClassMask_3,ImplicitTarget_0,ImplicitTarget_1,SpellID
695018,0,0,6,0,0,22,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18675
695029,0,0,2,1,0,0,0,54,0,1,0,31,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18205
695030,0,0,2,0,0,0,0,159,0,1,0,21,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18206
695031,0,0,6,0,0,102,0,59,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,18207
695032,0,1,6,0,0,131,0,59,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,18207
695048,0,0,6,0,0,13,0,38,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18055
695049,0,1,6,0,0,135,0,38,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18055
695124,0,0,6,0,0,22,0,299,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,18826
695125,0,0,6,0,0,30,0,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,45,0,0,0,0,0,0,0,1,0,17818
695133,0,0,28,99999,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11637,5121,15,0,0,0,0,0,32,0,18307
695137,0,0,6,0,0,13,0,39,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18056
695138,0,1,6,0,0,135,0,39,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18056
695162,0,0,6,0,0,3,3000,10,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18202
695163,0,0,6,0,0,13,0,35,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0,17873
695165,0,0,6,1,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,17308
695168,0,0,2,0,0,0,0,89,0,1,0,37,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18104
695184,0,0,6,0,0,13,0,39,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0,17875
695198,0,0,6,0,0,31,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17498
695221,0,0,6,0,0,13,0,25,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18049
695222,0,1,6,0,0,135,0,25,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18049
695235,0,0,6,0,0,102,0,71,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,18076
695236,0,1,6,0,0,131,0,71,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,18076
695246,0,0,6,0,0,13,0,35,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17897
695258,0,0,2,0,0,0,0,34,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18092
695269,0,0,2,0,0,0,0,149,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18086
695279,0,0,6,0,0,102,0,65,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,18198
695280,0,1,6,0,0,131,0,65,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,18198
695290,0,0,6,0,0,135,0,34,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18029
695299,0,0,6,0,0,13,0,36,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18054
695300,0,1,6,0,0,135,0,36,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18054
695306,0,0,6,0,0,3,6000,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18078
695325,0,0,6,0,0,102,0,32,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0,18079
695326,0,1,6,0,0,131,0,32,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0,18079
695331,0,0,28,99999,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11636,5121,15,0,0,0,0,0,32,0,18308
695334,0,0,6,0,0,3,3000,11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,17506
695335,0,1,6,0,0,64,3000,11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,17506
695341,0,0,6,0,0,102,0,77,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0,18087
695342,0,1,6,0,0,131,0,77,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0,18087
695343,0,0,6,0,0,3,1000,29,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18088
695344,0,0,2,1,0,0,0,109,0,1,0,31,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18138
695347,0,0,6,0,0,3,3000,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18197
695354,0,0,9,1,0,0,0,29,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18084
695357,0,0,6,0,0,3,2000,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18203
695382,0,0,6,0,0,13,0,46,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,18023
695399,0,0,6,0,0,29,0,-16,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,6,0,17505
695407,0,0,2,0,0,0,0,104,0,0.69999998808,3,41,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,16921
695455,0,0,6,0,0,13,0,28,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,18010
695459,0,0,6,0,0,13,0,30,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,18012
695460,0,0,6,0,0,135,0,45,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18033
695461,0,0,6,0,0,135,0,47,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18034
695465,0,0,6,0,0,135,0,63,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18040
695478,0,0,6,0,0,135,0,58,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18038
695500,0,0,6,0,0,135,0,39,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18031
695516,0,0,2,0,0,0,0,44,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18398
695552,0,0,6,0,0,13,0,22,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,1,0,17987
695553,0,0,6,0,0,13,0,23,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,1,0,17988
695578,0,0,6,0,0,13,0,33,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,18014
695590,0,0,6,0,0,13,0,32,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,18013
695651,0,0,6,0,0,85,0,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18378
695652,0,0,6,0,0,85,0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18379
695659,0,0,6,0,0,13,0,40,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18057
695660,0,1,6,0,0,135,0,40,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18057
695680,0,0,2,0,0,0,0,159,0,1,0,91,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,19260
695730,0,0,6,0,0,135,0,61,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18039
695763,0,0,6,0,0,552,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18382
695784,0,0,6,0,0,42,0,0,1,1,0,1,0,0,0,0,0,18828,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19409
695791,0,0,6,0,0,135,0,41,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18032
695809,0,0,6,0,0,13,0,31,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,17367
695810,0,1,6,0,0,135,0,31,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,17367
695893,0,0,6,0,0,135,0,65,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18041
695894,0,0,6,0,0,135,0,67,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18042
695930,0,0,6,0,0,42,0,0,0,1,0,0,0,0,0,0,0,18980,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18979
695937,0,0,6,0,0,13,0,32,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,1,0,17993
695940,0,0,2,0,0,0,0,44,0,1,0,31,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18089
695941,0,0,6,0,0,8,5000,19,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17625
695942,0,1,6,0,0,31,0,7,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17625
695958,0,0,6,0,0,42,0,0,1,1,0,1,0,0,0,0,0,18798,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18799
695978,0,0,6,0,0,3,3000,29,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18652
696022,0,0,6,0,0,135,0,50,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18035
696040,0,0,6,0,0,19,0,999,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0,17623
696065,0,0,6,0,0,3,5000,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18208
696076,0,0,6,0,0,13,0,33,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,64,0,0,0,0,0,0,0,1,0,17829
696115,0,0,6,0,0,15,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21142
696125,0,0,6,0,0,13,0,39,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,1,0,17997
696164,0,0,6,0,0,3,6000,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18075
696265,0,0,6,0,0,117,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,1,0,18985
696271,0,0,24,0,0,0,0,0,0,1,0,1,14894,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18831
696289,0,0,2,0,0,0,0,74,0,1,0,31,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18833
696312,0,0,6,0,0,8,3000,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18956
696339,0,0,6,0,0,23,5000,0,0,1,0,1,0,0,0,0,0,18374,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18364
696342,0,0,6,0,0,552,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18384
696400,0,0,6,0,0,8,3000,39,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18957
696408,0,0,6,0,0,102,0,29,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,18074
696409,0,1,6,0,0,131,0,29,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,18074
696437,0,0,6,1,0,65,0,99999,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18803
696479,0,0,6,0,0,117,0,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,1,0,19786
696481,0,0,6,0,0,29,0,-6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20587
696482,0,1,6,0,0,29,0,-6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,20587
696483,0,2,6,0,0,29,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,20587
696593,0,0,2,1,0,0,0,149,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,17483
696594,0,1,6,0,0,3,2000,39,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,17483
696651,0,0,6,0,0,22,0,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18679
696667,0,0,6,0,0,29,0,-11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,6,0,19755
696675,0,0,6,0,0,22,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18686
696681,0,0,6,0,0,102,0,32,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,19380
696682,0,1,6,0,0,131,0,32,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,19380
696685,0,0,6,0,0,42,0,0,1,1,0,1,0,0,0,0,0,18817,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18815
696686,0,0,6,0,0,42,0,0,1,1,0,1,0,0,0,0,0,18818,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18816
696702,0,0,6,0,0,3,1000,69,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18656
696714,0,0,6,0,0,3,1000,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,17484
696715,0,1,6,0,0,8,1000,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17484
696720,0,0,6,0,0,3,2000,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18633
696721,0,1,6,0,0,29,0,-51,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18633
696735,0,0,6,0,0,24,3000,49,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19634
696782,0,0,2,0,0,0,0,154,0,1,0,43,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18796
696783,0,1,6,0,0,3,2000,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18796
696784,0,0,19,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18797
696811,0,0,6,0,0,23,5000,0,1,1,0,0,0,0,0,0,0,17512,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18400
696884,0,0,6,0,0,22,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18681
696941,0,0,6,0,0,30,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,95,0,0,0,0,0,0,0,1,0,18196
696960,0,0,6,0,0,30,0,8,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,95,0,0,0,0,0,0,0,1,0,18369
697070,0,0,6,0,0,22,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,19638
697099,0,0,6,0,0,30,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,136,0,0,0,0,0,0,0,1,0,20607
697145,0,0,6,0,0,3,2000,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,20586
697237,0,0,2,0,0,0,0,179,0,1,0,71,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,19874
697429,0,0,6,0,0,102,0,17,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,19691
697430,0,1,6,0,0,131,0,17,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,19691
697670,0,0,6,0,0,99,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20732
697671,0,1,6,0,0,124,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20732
697688,0,0,6,0,0,124,0,18,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21433
697689,0,0,6,0,0,124,0,21,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21434
697691,0,0,6,0,0,107,0,-201,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,64,0,0,0,1,0,21872
697692,0,0,6,0,0,51,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21475
697693,0,0,6,0,0,51,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21476
697701,0,0,2,0,0,0,0,82,0,1,0,19,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,21159
697702,0,1,6,0,0,3,2000,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,21159
697724,0,0,6,1,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,16,0,21152
697725,0,0,6,0,0,123,0,-701,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,21153
697800,0,0,6,0,0,13,0,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,21503
697868,0,0,6,0,0,42,0,0,0,1,0,0,0,0,0,0,0,21186,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21185
697909,0,0,6,0,0,13,0,28,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,21518
697930,0,0,6,0,0,13,0,10,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,21506
697931,0,0,6,0,0,13,0,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,21507
697932,0,0,6,0,0,13,0,23,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,21515
697997,0,0,6,0,0,85,0,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21364
697998,0,0,6,0,0,85,0,8,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21365
698021,0,0,6,0,0,85,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21618
698022,0,0,6,0,0,85,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21619
698023,0,0,6,0,0,13,0,25,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,21516
698024,0,0,6,0,0,13,0,26,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,21517
698062,0,0,6,0,0,51,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21474
698070,0,0,6,0,0,85,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21360
698071,0,0,6,0,0,85,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21361
698072,0,0,6,0,0,85,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21362
698073,0,0,6,0,0,85,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21363
698127,0,0,6,0,0,102,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,20606
698128,0,1,6,0,0,131,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,20606
698204,0,0,6,0,0,124,0,13,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21431
698215,0,0,6,0,0,51,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21477
698217,0,0,6,0,0,13,0,22,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,21514
698221,0,0,6,0,0,124,0,16,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21432
698237,0,0,6,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,27571
698288,0,0,6,0,0,109,0,99,1,1,0,1,0,0,0,0,0,22009,0,1,0,0,0,1,0,0,0,0,4096,0,0,0,1,0,22010
698322,0,0,6,0,0,51,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21469
698323,0,0,6,0,0,51,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21470
698324,0,0,6,0,0,51,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21471
698325,0,0,6,0,0,13,0,13,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,21508
698340,0,0,6,0,0,30,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,226,0,0,0,0,0,0,0,1,0,22188
698351,0,0,6,0,0,23,3000,0,1,1,0,0,0,0,0,0,0,21925,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21926
698378,0,0,2,1,0,0,0,74,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,21151
698379,0,1,6,0,0,29,0,-26,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,6,0,21151
698395,0,0,6,0,0,30,0,10,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,95,0,0,0,0,0,0,0,1,0,21407
698396,0,0,6,0,0,30,0,11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,95,0,0,0,0,0,0,0,1,0,21408
698397,0,0,6,0,0,30,0,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,95,0,0,0,0,0,0,0,1,0,21409
698402,0,0,6,1,0,138,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21165
698442,0,0,6,0,0,161,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21347
698449,0,0,6,0,0,102,0,35,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,1,0,22836
698450,0,1,6,0,0,131,0,35,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,1,0,22836
698470,0,0,6,0,0,161,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21593
698490,0,0,6,0,0,13,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,21512
698493,0,0,6,0,0,161,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21596
698501,0,0,252,0,0,0,0,0,1,1,0,0,0,0,0,1.57099997997,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,17,22563
698511,0,0,6,0,0,8,1000,99,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20631
